AccumulatedDischargerPower,AccumulatedLoadPower,AccumulatedSelfusePower,AccumulatedPvPower,Hora,Dia,Mes,Anio 
169.8KWH (+ 0.0 KWH) ,282KWH (+ 0.1 KWH) ,169.8KWH (+ 0.0 KWH) ,162.9KWH (+ 0.0 KWH) ,04:13:45 p.m,17,marzo,2020
169.8KWH (+ 0.0 KWH) ,282.1KWH (+ 0.1 KWH) ,169.8KWH (+ 0.0 KWH) ,162.9KWH (+ 0.0 KWH) ,04:28:45 p.m,17,marzo,2020
169.8KWH (+ 0.0 KWH) ,282.2KWH (+ 0.1 KWH) ,169.8KWH (+ 0.0 KWH) ,162.9KWH (+ 0.0 KWH) ,04:43:45 p.m,17,marzo,2020
169.8KWH (+ 0.0 KWH) ,282.3KWH (+ 0.1 KWH) ,169.8KWH (+ 0.0 KWH) ,162.9KWH (+ 0.0 KWH) ,04:58:45 p.m,17,marzo,2020
169.8KWH (+ 0.0 KWH) ,282.4KWH (+ 0.1 KWH) ,169.8KWH (+ 0.0 KWH) ,163KWH (+ 0.1 KWH) ,05:13:45 p.m,17,marzo,2020
169.8KWH (+ 0.0 KWH) ,282.5KWH (+ 0.1 KWH) ,169.8KWH (+ 0.0 KWH) ,163KWH (+ 0.0 KWH) ,05:28:45 p.m,17,marzo,2020
169.8KWH (+ 0.0 KWH) ,282.6KWH (+ 0.1 KWH) ,169.8KWH (+ 0.0 KWH) ,163KWH (+ 0.0 KWH) ,05:43:45 p.m,17,marzo,2020
169.8KWH (+ 0.0 KWH) ,282.7KWH (+ 0.1 KWH) ,169.8KWH (+ 0.0 KWH) ,163KWH (+ 0.0 KWH) ,05:58:46 p.m,17,marzo,2020
169.8KWH (+ 0.0 KWH) ,282.8KWH (+ 0.1 KWH) ,169.8KWH (+ 0.0 KWH) ,163KWH (+ 0.0 KWH) ,06:13:46 p.m,17,marzo,2020
169.8KWH (+ 0.0 KWH) ,282.8KWH (+ 0.0 KWH) ,169.8KWH (+ 0.0 KWH) ,163KWH (+ 0.0 KWH) ,06:28:46 p.m,17,marzo,2020
169.8KWH (+ 0.0 KWH) ,282.9KWH (+ 0.1 KWH) ,169.8KWH (+ 0.0 KWH) ,163KWH (+ 0.0 KWH) ,06:43:46 p.m,17,marzo,2020
169.8KWH (+ 0.0 KWH) ,283KWH (+ 0.1 KWH) ,169.8KWH (+ 0.0 KWH) ,163KWH (+ 0.0 KWH) ,06:58:46 p.m,17,marzo,2020
169.8KWH (+ 0.0 KWH) ,283.1KWH (+ 0.1 KWH) ,169.8KWH (+ 0.0 KWH) ,163KWH (+ 0.0 KWH) ,07:13:46 p.m,17,marzo,2020
169.8KWH (+ 0.0 KWH) ,283.2KWH (+ 0.1 KWH) ,169.8KWH (+ 0.0 KWH) ,163KWH (+ 0.0 KWH) ,07:28:46 p.m,17,marzo,2020
169.8KWH (+ 0.0 KWH) ,283.3KWH (+ 0.1 KWH) ,169.8KWH (+ 0.0 KWH) ,163KWH (+ 0.0 KWH) ,07:43:47 p.m,17,marzo,2020
169.8KWH (+ 0.0 KWH) ,283.4KWH (+ 0.1 KWH) ,169.8KWH (+ 0.0 KWH) ,163KWH (+ 0.0 KWH) ,07:58:47 p.m,17,marzo,2020
169.9KWH (+ 0.1 KWH) ,283.5KWH (+ 0.1 KWH) ,169.9KWH (+ 0.1 KWH) ,163KWH (+ 0.0 KWH) ,08:13:47 p.m,17,marzo,2020
169.9KWH (+ 0.0 KWH) ,283.6KWH (+ 0.1 KWH) ,169.9KWH (+ 0.0 KWH) ,163KWH (+ 0.0 KWH) ,08:28:47 p.m,17,marzo,2020
169.9KWH (+ 0.0 KWH) ,283.7KWH (+ 0.1 KWH) ,169.9KWH (+ 0.0 KWH) ,163KWH (+ 0.0 KWH) ,08:43:47 p.m,17,marzo,2020
169.9KWH (+ 0.0 KWH) ,283.8KWH (+ 0.1 KWH) ,169.9KWH (+ 0.0 KWH) ,163KWH (+ 0.0 KWH) ,08:58:47 p.m,17,marzo,2020
170KWH (+ 0.1 KWH) ,283.9KWH (+ 0.1 KWH) ,170KWH (+ 0.1 KWH) ,163KWH (+ 0.0 KWH) ,09:13:48 p.m,17,marzo,2020
170.1KWH (+ 0.1 KWH) ,284KWH (+ 0.1 KWH) ,170.1KWH (+ 0.1 KWH) ,163KWH (+ 0.0 KWH) ,09:28:48 p.m,17,marzo,2020
170.1KWH (+ 0.0 KWH) ,284.1KWH (+ 0.1 KWH) ,170.1KWH (+ 0.0 KWH) ,163KWH (+ 0.0 KWH) ,09:43:48 p.m,17,marzo,2020
170.1KWH (+ 0.0 KWH) ,284.2KWH (+ 0.1 KWH) ,170.1KWH (+ 0.0 KWH) ,163KWH (+ 0.0 KWH) ,09:58:48 p.m,17,marzo,2020
170.2KWH (+ 0.1 KWH) ,284.4KWH (+ 0.2 KWH) ,170.2KWH (+ 0.1 KWH) ,163KWH (+ 0.0 KWH) ,10:24:19 p.m,17,marzo,2020
170.2KWH (+ 0.0 KWH) ,284.6KWH (+ 0.2 KWH) ,170.2KWH (+ 0.0 KWH) ,163KWH (+ 0.0 KWH) ,10:39:19 p.m,17,marzo,2020
170.3KWH (+ 0.1 KWH) ,284.6KWH (+ 0.0 KWH) ,170.3KWH (+ 0.1 KWH) ,163KWH (+ 0.0 KWH) ,10:54:19 p.m,17,marzo,2020
170.3KWH (+ 0.0 KWH) ,284.7KWH (+ 0.1 KWH) ,170.3KWH (+ 0.0 KWH) ,163KWH (+ 0.0 KWH) ,11:09:19 p.m,17,marzo,2020
170.4KWH (+ 0.1 KWH) ,284.8KWH (+ 0.1 KWH) ,170.4KWH (+ 0.1 KWH) ,163KWH (+ 0.0 KWH) ,11:24:19 p.m,17,marzo,2020
170.4KWH (+ 0.0 KWH) ,284.9KWH (+ 0.1 KWH) ,170.4KWH (+ 0.0 KWH) ,163KWH (+ 0.0 KWH) ,11:39:20 p.m,17,marzo,2020
170.4KWH (+ 0.0 KWH) ,285KWH (+ 0.1 KWH) ,170.4KWH (+ 0.0 KWH) ,163KWH (+ 0.0 KWH) ,11:54:20 p.m,17,marzo,2020
170.4KWH (+ 0.0 KWH) ,285.1KWH (+ 0.1 KWH) ,170.4KWH (+ 0.0 KWH) ,163KWH (+ 0.0 KWH) ,12:09:20 a.m,18,marzo,2020
170.5KWH (+ 0.1 KWH) ,285.2KWH (+ 0.1 KWH) ,170.5KWH (+ 0.1 KWH) ,163KWH (+ 0.0 KWH) ,12:24:20 a.m,18,marzo,2020
170.6KWH (+ 0.1 KWH) ,285.3KWH (+ 0.1 KWH) ,170.6KWH (+ 0.1 KWH) ,163KWH (+ 0.0 KWH) ,12:39:20 a.m,18,marzo,2020
170.6KWH (+ 0.0 KWH) ,285.4KWH (+ 0.1 KWH) ,170.6KWH (+ 0.0 KWH) ,163KWH (+ 0.0 KWH) ,12:54:20 a.m,18,marzo,2020
170.6KWH (+ 0.0 KWH) ,285.5KWH (+ 0.1 KWH) ,170.6KWH (+ 0.0 KWH) ,163KWH (+ 0.0 KWH) ,01:09:20 a.m,18,marzo,2020
170.6KWH (+ 0.0 KWH) ,285.6KWH (+ 0.1 KWH) ,170.6KWH (+ 0.0 KWH) ,163KWH (+ 0.0 KWH) ,01:24:20 a.m,18,marzo,2020
170.7KWH (+ 0.1 KWH) ,285.7KWH (+ 0.1 KWH) ,170.7KWH (+ 0.1 KWH) ,163KWH (+ 0.0 KWH) ,01:39:21 a.m,18,marzo,2020
170.8KWH (+ 0.1 KWH) ,285.8KWH (+ 0.1 KWH) ,170.8KWH (+ 0.1 KWH) ,163KWH (+ 0.0 KWH) ,01:54:21 a.m,18,marzo,2020
170.9KWH (+ 0.1 KWH) ,285.8KWH (+ 0.0 KWH) ,170.9KWH (+ 0.1 KWH) ,163KWH (+ 0.0 KWH) ,02:09:21 a.m,18,marzo,2020
170.9KWH (+ 0.0 KWH) ,285.9KWH (+ 0.1 KWH) ,170.9KWH (+ 0.0 KWH) ,163KWH (+ 0.0 KWH) ,02:24:21 a.m,18,marzo,2020
170.9KWH (+ 0.0 KWH) ,286KWH (+ 0.1 KWH) ,170.9KWH (+ 0.0 KWH) ,163KWH (+ 0.0 KWH) ,02:39:21 a.m,18,marzo,2020
170.9KWH (+ 0.0 KWH) ,286.1KWH (+ 0.1 KWH) ,170.9KWH (+ 0.0 KWH) ,163KWH (+ 0.0 KWH) ,02:54:21 a.m,18,marzo,2020
171KWH (+ 0.1 KWH) ,286.2KWH (+ 0.1 KWH) ,171KWH (+ 0.1 KWH) ,163KWH (+ 0.0 KWH) ,03:09:22 a.m,18,marzo,2020
171KWH (+ 0.0 KWH) ,286.2KWH (+ 0.0 KWH) ,171KWH (+ 0.0 KWH) ,163KWH (+ 0.0 KWH) ,03:24:22 a.m,18,marzo,2020
171.1KWH (+ 0.1 KWH) ,286.3KWH (+ 0.1 KWH) ,171.1KWH (+ 0.1 KWH) ,163KWH (+ 0.0 KWH) ,03:39:22 a.m,18,marzo,2020
171.1KWH (+ 0.0 KWH) ,286.3KWH (+ 0.0 KWH) ,171.1KWH (+ 0.0 KWH) ,163KWH (+ 0.0 KWH) ,03:54:23 a.m,18,marzo,2020
171.1KWH (+ 0.0 KWH) ,286.4KWH (+ 0.1 KWH) ,171.1KWH (+ 0.0 KWH) ,163KWH (+ 0.0 KWH) ,04:09:23 a.m,18,marzo,2020
171.1KWH (+ 0.0 KWH) ,286.5KWH (+ 0.1 KWH) ,171.1KWH (+ 0.0 KWH) ,163KWH (+ 0.0 KWH) ,04:24:24 a.m,18,marzo,2020
171.2KWH (+ 0.1 KWH) ,286.6KWH (+ 0.1 KWH) ,171.2KWH (+ 0.1 KWH) ,163KWH (+ 0.0 KWH) ,04:39:24 a.m,18,marzo,2020
171.3KWH (+ 0.1 KWH) ,286.6KWH (+ 0.0 KWH) ,171.3KWH (+ 0.1 KWH) ,163KWH (+ 0.0 KWH) ,04:54:24 a.m,18,marzo,2020
171.3KWH (+ 0.0 KWH) ,286.7KWH (+ 0.1 KWH) ,171.3KWH (+ 0.0 KWH) ,163KWH (+ 0.0 KWH) ,05:09:24 a.m,18,marzo,2020
171.3KWH (+ 0.0 KWH) ,286.8KWH (+ 0.1 KWH) ,171.3KWH (+ 0.0 KWH) ,163KWH (+ 0.0 KWH) ,05:24:24 a.m,18,marzo,2020
171.3KWH (+ 0.0 KWH) ,286.8KWH (+ 0.0 KWH) ,171.3KWH (+ 0.0 KWH) ,163KWH (+ 0.0 KWH) ,05:39:25 a.m,18,marzo,2020
171.3KWH (+ 0.0 KWH) ,286.9KWH (+ 0.1 KWH) ,171.3KWH (+ 0.0 KWH) ,163KWH (+ 0.0 KWH) ,05:54:25 a.m,18,marzo,2020
171.4KWH (+ 0.1 KWH) ,287KWH (+ 0.1 KWH) ,171.4KWH (+ 0.1 KWH) ,163KWH (+ 0.0 KWH) ,06:09:25 a.m,18,marzo,2020
171.5KWH (+ 0.1 KWH) ,287.1KWH (+ 0.1 KWH) ,171.5KWH (+ 0.1 KWH) ,163KWH (+ 0.0 KWH) ,06:24:25 a.m,18,marzo,2020
171.5KWH (+ 0.0 KWH) ,287.1KWH (+ 0.0 KWH) ,171.5KWH (+ 0.0 KWH) ,163KWH (+ 0.0 KWH) ,06:39:25 a.m,18,marzo,2020
171.5KWH (+ 0.0 KWH) ,287.2KWH (+ 0.1 KWH) ,171.5KWH (+ 0.0 KWH) ,163KWH (+ 0.0 KWH) ,06:54:25 a.m,18,marzo,2020
171.5KWH (+ 0.0 KWH) ,287.2KWH (+ 0.0 KWH) ,171.5KWH (+ 0.0 KWH) ,163KWH (+ 0.0 KWH) ,07:09:25 a.m,18,marzo,2020
171.5KWH (+ 0.0 KWH) ,287.3KWH (+ 0.1 KWH) ,171.5KWH (+ 0.0 KWH) ,163KWH (+ 0.0 KWH) ,07:24:25 a.m,18,marzo,2020
171.5KWH (+ 0.0 KWH) ,287.5KWH (+ 0.2 KWH) ,171.5KWH (+ 0.0 KWH) ,163KWH (+ 0.0 KWH) ,07:39:26 a.m,18,marzo,2020
171.5KWH (+ 0.0 KWH) ,287.6KWH (+ 0.1 KWH) ,171.5KWH (+ 0.0 KWH) ,163KWH (+ 0.0 KWH) ,07:54:26 a.m,18,marzo,2020
171.5KWH (+ 0.0 KWH) ,287.6KWH (+ 0.0 KWH) ,171.5KWH (+ 0.0 KWH) ,163KWH (+ 0.0 KWH) ,08:09:26 a.m,18,marzo,2020
171.5KWH (+ 0.0 KWH) ,287.7KWH (+ 0.1 KWH) ,171.5KWH (+ 0.0 KWH) ,163KWH (+ 0.0 KWH) ,08:24:26 a.m,18,marzo,2020
171.5KWH (+ 0.0 KWH) ,287.7KWH (+ 0.0 KWH) ,171.5KWH (+ 0.0 KWH) ,163KWH (+ 0.0 KWH) ,08:39:26 a.m,18,marzo,2020
171.5KWH (+ 0.0 KWH) ,287.8KWH (+ 0.1 KWH) ,171.5KWH (+ 0.0 KWH) ,163KWH (+ 0.0 KWH) ,08:54:26 a.m,18,marzo,2020
171.5KWH (+ 0.0 KWH) ,287.9KWH (+ 0.1 KWH) ,171.5KWH (+ 0.0 KWH) ,163.1KWH (+ 0.1 KWH) ,09:09:26 a.m,18,marzo,2020
171.5KWH (+ 0.0 KWH) ,288KWH (+ 0.1 KWH) ,171.5KWH (+ 0.0 KWH) ,163.1KWH (+ 0.0 KWH) ,09:24:26 a.m,18,marzo,2020
171.5KWH (+ 0.0 KWH) ,288KWH (+ 0.0 KWH) ,171.5KWH (+ 0.0 KWH) ,163.2KWH (+ 0.1 KWH) ,09:39:27 a.m,18,marzo,2020
171.5KWH (+ 0.0 KWH) ,288.1KWH (+ 0.1 KWH) ,171.5KWH (+ 0.0 KWH) ,163.3KWH (+ 0.1 KWH) ,09:54:27 a.m,18,marzo,2020
171.5KWH (+ 0.0 KWH) ,288.1KWH (+ 0.0 KWH) ,171.5KWH (+ 0.0 KWH) ,163.3KWH (+ 0.0 KWH) ,10:09:27 a.m,18,marzo,2020
171.6KWH (+ 0.1 KWH) ,288.2KWH (+ 0.1 KWH) ,171.6KWH (+ 0.1 KWH) ,163.4KWH (+ 0.1 KWH) ,10:24:27 a.m,18,marzo,2020
171.6KWH (+ 0.0 KWH) ,288.3KWH (+ 0.1 KWH) ,171.6KWH (+ 0.0 KWH) ,163.5KWH (+ 0.1 KWH) ,10:39:27 a.m,18,marzo,2020
171.7KWH (+ 0.1 KWH) ,288.3KWH (+ 0.0 KWH) ,171.7KWH (+ 0.1 KWH) ,163.6KWH (+ 0.1 KWH) ,10:54:27 a.m,18,marzo,2020
171.8KWH (+ 0.1 KWH) ,288.4KWH (+ 0.1 KWH) ,171.8KWH (+ 0.1 KWH) ,163.7KWH (+ 0.1 KWH) ,11:09:28 a.m,18,marzo,2020
171.8KWH (+ 0.0 KWH) ,288.4KWH (+ 0.0 KWH) ,171.8KWH (+ 0.0 KWH) ,0KWH (+ -163.7 KWH) ,11:54:28 a.m,18,marzo,2020
171.9KWH (+ 0.1 KWH) ,288.5KWH (+ 0.1 KWH) ,171.9KWH (+ 0.1 KWH) ,0KWH (+ 0.0 KWH) ,12:09:28 p.m,18,marzo,2020
171.9KWH (+ 0.0 KWH) ,288.5KWH (+ 0.0 KWH) ,171.9KWH (+ 0.0 KWH) ,0.1KWH (+ 0.1 KWH) ,12:24:28 p.m,18,marzo,2020
172KWH (+ 0.1 KWH) ,288.6KWH (+ 0.1 KWH) ,172KWH (+ 0.1 KWH) ,0.2KWH (+ 0.1 KWH) ,12:39:29 p.m,18,marzo,2020
172KWH (+ 0.0 KWH) ,288.6KWH (+ 0.0 KWH) ,172KWH (+ 0.0 KWH) ,0.2KWH (+ 0.0 KWH) ,12:54:29 p.m,18,marzo,2020
172KWH (+ 0.0 KWH) ,288.6KWH (+ 0.0 KWH) ,172KWH (+ 0.0 KWH) ,0.3KWH (+ 0.1 KWH) ,01:09:29 p.m,18,marzo,2020
172.1KWH (+ 0.1 KWH) ,288.7KWH (+ 0.1 KWH) ,172.1KWH (+ 0.1 KWH) ,0.4KWH (+ 0.1 KWH) ,01:24:29 p.m,18,marzo,2020
172.1KWH (+ 0.0 KWH) ,288.7KWH (+ 0.0 KWH) ,172.1KWH (+ 0.0 KWH) ,0.5KWH (+ 0.1 KWH) ,01:39:29 p.m,18,marzo,2020
172.2KWH (+ 0.1 KWH) ,288.8KWH (+ 0.1 KWH) ,172.2KWH (+ 0.1 KWH) ,0.6KWH (+ 0.1 KWH) ,01:54:29 p.m,18,marzo,2020
172.2KWH (+ 0.0 KWH) ,288.8KWH (+ 0.0 KWH) ,172.2KWH (+ 0.0 KWH) ,0.6KWH (+ 0.0 KWH) ,02:09:30 p.m,18,marzo,2020
172.2KWH (+ 0.0 KWH) ,288.8KWH (+ 0.0 KWH) ,172.2KWH (+ 0.0 KWH) ,0.7KWH (+ 0.1 KWH) ,02:24:30 p.m,18,marzo,2020
172.3KWH (+ 0.1 KWH) ,288.9KWH (+ 0.1 KWH) ,172.3KWH (+ 0.1 KWH) ,0.8KWH (+ 0.1 KWH) ,02:39:30 p.m,18,marzo,2020
172.3KWH (+ 0.0 KWH) ,288.9KWH (+ 0.0 KWH) ,172.3KWH (+ 0.0 KWH) ,0.8KWH (+ 0.0 KWH) ,02:54:30 p.m,18,marzo,2020
172.4KWH (+ 0.1 KWH) ,289KWH (+ 0.1 KWH) ,172.4KWH (+ 0.1 KWH) ,0.9KWH (+ 0.1 KWH) ,03:09:30 p.m,18,marzo,2020
172.4KWH (+ 0.0 KWH) ,289KWH (+ 0.0 KWH) ,172.4KWH (+ 0.0 KWH) ,1KWH (+ 0.1 KWH) ,03:24:30 p.m,18,marzo,2020
172.4KWH (+ 0.0 KWH) ,289KWH (+ 0.0 KWH) ,172.4KWH (+ 0.0 KWH) ,1KWH (+ 0.0 KWH) ,03:39:31 p.m,18,marzo,2020
172.5KWH (+ 0.1 KWH) ,289.1KWH (+ 0.1 KWH) ,172.5KWH (+ 0.1 KWH) ,1.1KWH (+ 0.1 KWH) ,03:54:31 p.m,18,marzo,2020
172.5KWH (+ 0.0 KWH) ,289.1KWH (+ 0.0 KWH) ,172.5KWH (+ 0.0 KWH) ,1.1KWH (+ 0.0 KWH) ,04:09:31 p.m,18,marzo,2020
172.6KWH (+ 0.1 KWH) ,289.2KWH (+ 0.1 KWH) ,172.6KWH (+ 0.1 KWH) ,1.2KWH (+ 0.1 KWH) ,04:24:31 p.m,18,marzo,2020
172.6KWH (+ 0.0 KWH) ,289.2KWH (+ 0.0 KWH) ,172.6KWH (+ 0.0 KWH) ,1.2KWH (+ 0.0 KWH) ,04:39:31 p.m,18,marzo,2020
172.8KWH (+ 0.2 KWH) ,289.4KWH (+ 0.2 KWH) ,172.8KWH (+ 0.2 KWH) ,1.3KWH (+ 0.1 KWH) ,04:54:32 p.m,18,marzo,2020
172.8KWH (+ 0.0 KWH) ,289.4KWH (+ 0.0 KWH) ,172.8KWH (+ 0.0 KWH) ,1.4KWH (+ 0.1 KWH) ,05:09:32 p.m,18,marzo,2020
172.9KWH (+ 0.1 KWH) ,289.5KWH (+ 0.1 KWH) ,172.9KWH (+ 0.1 KWH) ,1.4KWH (+ 0.0 KWH) ,05:24:32 p.m,18,marzo,2020
172.9KWH (+ 0.0 KWH) ,289.5KWH (+ 0.0 KWH) ,172.9KWH (+ 0.0 KWH) ,1.4KWH (+ 0.0 KWH) ,05:39:32 p.m,18,marzo,2020
173KWH (+ 0.1 KWH) ,289.6KWH (+ 0.1 KWH) ,173KWH (+ 0.1 KWH) ,1.5KWH (+ 0.1 KWH) ,05:54:32 p.m,18,marzo,2020
173.1KWH (+ 0.1 KWH) ,289.7KWH (+ 0.1 KWH) ,173.1KWH (+ 0.1 KWH) ,1.5KWH (+ 0.0 KWH) ,06:09:32 p.m,18,marzo,2020
173.2KWH (+ 0.1 KWH) ,289.8KWH (+ 0.1 KWH) ,173.2KWH (+ 0.1 KWH) ,1.5KWH (+ 0.0 KWH) ,06:24:33 p.m,18,marzo,2020
173.3KWH (+ 0.1 KWH) ,289.9KWH (+ 0.1 KWH) ,173.3KWH (+ 0.1 KWH) ,1.5KWH (+ 0.0 KWH) ,06:39:33 p.m,18,marzo,2020
173.3KWH (+ 0.0 KWH) ,289.9KWH (+ 0.0 KWH) ,173.3KWH (+ 0.0 KWH) ,1.5KWH (+ 0.0 KWH) ,06:54:33 p.m,18,marzo,2020
173.4KWH (+ 0.1 KWH) ,290KWH (+ 0.1 KWH) ,173.4KWH (+ 0.1 KWH) ,1.5KWH (+ 0.0 KWH) ,07:09:33 p.m,18,marzo,2020
173.4KWH (+ 0.0 KWH) ,290.1KWH (+ 0.1 KWH) ,173.4KWH (+ 0.0 KWH) ,1.5KWH (+ 0.0 KWH) ,07:24:33 p.m,18,marzo,2020
173.4KWH (+ 0.0 KWH) ,290.1KWH (+ 0.0 KWH) ,173.4KWH (+ 0.0 KWH) ,1.5KWH (+ 0.0 KWH) ,01:34:22 a.m,19,marzo,2020
173.9KWH (+ 0.5 KWH) ,291KWH (+ 0.9 KWH) ,173.9KWH (+ 0.5 KWH) ,1.5KWH (+ 0.0 KWH) ,08:54:43 a.m,19,marzo,2020
174.5KWH (+ 0.6 KWH) ,292KWH (+ 1.0 KWH) ,174.5KWH (+ 0.6 KWH) ,1.8KWH (+ 0.3 KWH) ,09:09:46 a.m,19,marzo,2020
174.5KWH (+ 0.0 KWH) ,292.1KWH (+ 0.1 KWH) ,174.5KWH (+ 0.0 KWH) ,1.9KWH (+ 0.1 KWH) ,09:24:46 a.m,19,marzo,2020
174.5KWH (+ 0.0 KWH) ,292.2KWH (+ 0.1 KWH) ,174.5KWH (+ 0.0 KWH) ,1.9KWH (+ 0.0 KWH) ,09:39:46 a.m,19,marzo,2020
174.6KWH (+ 0.1 KWH) ,292.2KWH (+ 0.0 KWH) ,174.6KWH (+ 0.1 KWH) ,2KWH (+ 0.1 KWH) ,09:54:47 a.m,19,marzo,2020
174.6KWH (+ 0.0 KWH) ,292.3KWH (+ 0.1 KWH) ,174.6KWH (+ 0.0 KWH) ,2.1KWH (+ 0.1 KWH) ,10:09:47 a.m,19,marzo,2020
174.6KWH (+ 0.0 KWH) ,292.3KWH (+ 0.0 KWH) ,174.6KWH (+ 0.0 KWH) ,2.2KWH (+ 0.1 KWH) ,10:24:47 a.m,19,marzo,2020
174.7KWH (+ 0.1 KWH) ,292.4KWH (+ 0.1 KWH) ,174.7KWH (+ 0.1 KWH) ,2.3KWH (+ 0.1 KWH) ,10:39:47 a.m,19,marzo,2020
174.7KWH (+ 0.0 KWH) ,292.4KWH (+ 0.0 KWH) ,174.7KWH (+ 0.0 KWH) ,2.4KWH (+ 0.1 KWH) ,10:54:47 a.m,19,marzo,2020
174.8KWH (+ 0.1 KWH) ,292.5KWH (+ 0.1 KWH) ,174.8KWH (+ 0.1 KWH) ,2.5KWH (+ 0.1 KWH) ,11:09:47 a.m,19,marzo,2020
174.9KWH (+ 0.1 KWH) ,292.6KWH (+ 0.1 KWH) ,174.9KWH (+ 0.1 KWH) ,2.6KWH (+ 0.1 KWH) ,11:24:47 a.m,19,marzo,2020
174.9KWH (+ 0.0 KWH) ,292.6KWH (+ 0.0 KWH) ,174.9KWH (+ 0.0 KWH) ,2.6KWH (+ 0.0 KWH) ,11:39:48 a.m,19,marzo,2020
175KWH (+ 0.1 KWH) ,292.7KWH (+ 0.1 KWH) ,175KWH (+ 0.1 KWH) ,2.7KWH (+ 0.1 KWH) ,11:54:48 a.m,19,marzo,2020
175KWH (+ 0.0 KWH) ,292.7KWH (+ 0.0 KWH) ,175KWH (+ 0.0 KWH) ,2.8KWH (+ 0.1 KWH) ,12:09:48 p.m,19,marzo,2020
175.1KWH (+ 0.1 KWH) ,292.8KWH (+ 0.1 KWH) ,175.1KWH (+ 0.1 KWH) ,2.9KWH (+ 0.1 KWH) ,12:24:48 p.m,19,marzo,2020
175.1KWH (+ 0.0 KWH) ,292.8KWH (+ 0.0 KWH) ,175.1KWH (+ 0.0 KWH) ,3KWH (+ 0.1 KWH) ,12:39:48 p.m,19,marzo,2020
175.2KWH (+ 0.1 KWH) ,292.9KWH (+ 0.1 KWH) ,175.2KWH (+ 0.1 KWH) ,3.1KWH (+ 0.1 KWH) ,12:54:48 p.m,19,marzo,2020
175.3KWH (+ 0.1 KWH) ,293KWH (+ 0.1 KWH) ,175.3KWH (+ 0.1 KWH) ,3.2KWH (+ 0.1 KWH) ,01:09:48 p.m,19,marzo,2020
175.3KWH (+ 0.0 KWH) ,293KWH (+ 0.0 KWH) ,175.3KWH (+ 0.0 KWH) ,3.2KWH (+ 0.0 KWH) ,01:24:49 p.m,19,marzo,2020
175.3KWH (+ 0.0 KWH) ,293KWH (+ 0.0 KWH) ,175.3KWH (+ 0.0 KWH) ,3.3KWH (+ 0.1 KWH) ,01:39:49 p.m,19,marzo,2020
175.4KWH (+ 0.1 KWH) ,293KWH (+ 0.0 KWH) ,175.4KWH (+ 0.1 KWH) ,3.3KWH (+ 0.0 KWH) ,01:54:49 p.m,19,marzo,2020
175.4KWH (+ 0.0 KWH) ,293.1KWH (+ 0.1 KWH) ,175.4KWH (+ 0.0 KWH) ,3.4KWH (+ 0.1 KWH) ,02:09:49 p.m,19,marzo,2020
175.4KWH (+ 0.0 KWH) ,293.1KWH (+ 0.0 KWH) ,175.4KWH (+ 0.0 KWH) ,3.5KWH (+ 0.1 KWH) ,02:24:49 p.m,19,marzo,2020
175.5KWH (+ 0.1 KWH) ,293.2KWH (+ 0.1 KWH) ,175.5KWH (+ 0.1 KWH) ,3.5KWH (+ 0.0 KWH) ,02:39:49 p.m,19,marzo,2020
175.5KWH (+ 0.0 KWH) ,293.2KWH (+ 0.0 KWH) ,175.5KWH (+ 0.0 KWH) ,3.5KWH (+ 0.0 KWH) ,02:54:49 p.m,19,marzo,2020
175.5KWH (+ 0.0 KWH) ,293.2KWH (+ 0.0 KWH) ,175.5KWH (+ 0.0 KWH) ,3.6KWH (+ 0.1 KWH) ,03:09:50 p.m,19,marzo,2020
175.5KWH (+ 0.0 KWH) ,293.2KWH (+ 0.0 KWH) ,175.5KWH (+ 0.0 KWH) ,3.6KWH (+ 0.0 KWH) ,03:24:50 p.m,19,marzo,2020
175.6KWH (+ 0.1 KWH) ,293.2KWH (+ 0.0 KWH) ,175.6KWH (+ 0.1 KWH) ,3.7KWH (+ 0.1 KWH) ,03:39:50 p.m,19,marzo,2020
175.6KWH (+ 0.0 KWH) ,293.3KWH (+ 0.1 KWH) ,175.6KWH (+ 0.0 KWH) ,3.8KWH (+ 0.1 KWH) ,03:54:50 p.m,19,marzo,2020
175.7KWH (+ 0.1 KWH) ,293.4KWH (+ 0.1 KWH) ,175.7KWH (+ 0.1 KWH) ,3.8KWH (+ 0.0 KWH) ,04:09:50 p.m,19,marzo,2020
175.7KWH (+ 0.0 KWH) ,293.4KWH (+ 0.0 KWH) ,175.7KWH (+ 0.0 KWH) ,3.9KWH (+ 0.1 KWH) ,04:24:50 p.m,19,marzo,2020
175.8KWH (+ 0.1 KWH) ,293.5KWH (+ 0.1 KWH) ,175.8KWH (+ 0.1 KWH) ,4KWH (+ 0.1 KWH) ,04:39:50 p.m,19,marzo,2020
175.8KWH (+ 0.0 KWH) ,293.5KWH (+ 0.0 KWH) ,175.8KWH (+ 0.0 KWH) ,4KWH (+ 0.0 KWH) ,04:54:50 p.m,19,marzo,2020
175.9KWH (+ 0.1 KWH) ,293.6KWH (+ 0.1 KWH) ,175.9KWH (+ 0.1 KWH) ,4.1KWH (+ 0.1 KWH) ,05:09:51 p.m,19,marzo,2020
